gene	locus_tag	start	end	length_bp
yodL	BSU_19640	2136538	2136852	315
pgpB	BSU_19650	2136913	2137524	612
yozD	BSU_19660	2137602	2137778	177
yoyF	BSU_19669	2137897	2138040	144
yodN	BSU_19670	2138037	2138717	681
yozE	BSU_19680	2138868	2139092	225
yokU	BSU_19689	2139179	2139457	279
kamA	BSU_19690	2139454	2140869	1416
kamB	BSU_19700	2140898	2141725	828
yodQ	BSU_19710	2141703	2143013	1311
yodR	BSU_19720	2143022	2143675	654
yodS	BSU_19730	2143660	2144349	690
yodT	BSU_19740	2144356	2145690	1335
yoyG	BSU_19749	2145820	2146053	234
cgeE	BSU_19750	2146013	2146792	780
cgeD	BSU_19760	2146821	2148101	1281
cgeC	BSU_19770	2148166	2148471	306
cgeA	BSU_19780	2148676	2149077	402
cgeB	BSU_19790	2149084	2150037	954
phyC	BSU_19800	2150108	2151256	1149
sprB	BSU_19820	2152086	2152262	177
yotM	BSU_19830	2152265	2152852	588
yotL	BSU_19840	2152927	2153169	243
yotK	BSU_19850	2153171	2153356	186
yotJ	BSU_19860	2153440	2153652	213
yotI	BSU_19870	2153718	2154080	363
yotH	BSU_19880	2154077	2154250	174
yotG	BSU_19890	2154266	2154583	318
yotF	BSU_19900	2154596	2154673	78
yotE	BSU_19910	2154705	2154851	147
yotD	BSU_19920	2154887	2155018	132
yotC	BSU_19930	2155058	2155249	192
yotB	BSU_19940	2155293	2156120	828
sspC	BSU_19950	2156239	2156457	219
yosX	BSU_19970	2156757	2157110	354
yosW	BSU_19980	2157341	2157682	342
yosV	BSU_19990	2157829	2158119	291
yojW	BSU_19999	2158120	2158287	168
yosU	BSU_20000	2158439	2158684	246
yosT	BSU_20010	2158724	2159173	450
dutB	BSU_20020	2159268	2159696	429
nrdFB	BSU_20040	2161197	2161778	582
yosQ	BSU_20050	2160565	2161086	522
nrdEB	BSU_20060	2164895	2165614	720
nrdIB	BSU_20070	2165577	2165972	396
yosL	BSU_20080	2165972	2166325	354
yosK	BSU_20090	2166413	2166613	201
yosJ	BSU_20100	2166658	2166852	195
yosI	BSU_20110	2166873	2167007	135
yosH	BSU_20120	2167039	2167509	471
yosG	BSU_20130	2167570	2167932	363
yosF	BSU_20140	2167975	2168100	126
yosE	BSU_20150	2168114	2168461	348
yosD	BSU_20160	2168476	2168871	396
yosC	BSU_20170	2168910	2169452	543
yosB	BSU_20180	2169497	2169676	180
yosA	BSU_20190	2169807	2169926	120
yorZ	BSU_20200	2170030	2170242	213
yorY	BSU_20210	2170309	2170491	183
yorX	BSU_20220	2170504	2170731	228
yorW	BSU_20230	2170771	2171136	366
yorV	BSU_20240	2171139	2171357	219
mtbP	BSU_20250	2171401	2172732	1332
yorT	BSU_20260	2172781	2172900	120
yorS	BSU_20270	2172932	2173450	519
yorR	BSU_20280	2173459	2173956	498
yorQ	BSU_20290	2173956	2174111	156
yorP	BSU_20300	2174104	2174319	216
yorO	BSU_20310	2174352	2174549	198
yorN	BSU_20320	2174585	2174734	150
yorM	BSU_20330	2174852	2175568	717
dpoL	BSU_20340	2175596	2179513	3918
yorK	BSU_20350	2179526	2181256	1731
yorJ	BSU_20360	2181256	2182392	1137
yorI	BSU_20370	2182408	2183922	1515
yorH	BSU_20380	2183937	2184407	471
yorG	BSU_20390	2184450	2185421	972
yorF	BSU_20400	2185504	2186418	915
yorE	BSU_20410	2186440	2186811	372
yorD	BSU_20420	2186985	2187299	315
yorC	BSU_20430	2187376	2187756	381
yorB	BSU_20440	2187819	2188115	297
yorA	BSU_20450	2188204	2189964	1761
pghZ	BSU_20460	2189961	2190785	825
yoqY	BSU_20470	2190884	2191279	396
yoqX	BSU_20480	2191334	2191555	222
yoqW	BSU_20490	2191626	2192300	675
yoqV	BSU_20500	2192370	2193182	813
yoqU	BSU_20510	2193248	2193661	414
yoqT	BSU_20520	2193827	2193976	150
yoqS	BSU_20530	2194053	2194400	348
yoqR	BSU_20540	2194402	2194758	357
yoqP	BSU_20550	2194718	2195059	342
yoqO	BSU_20560	2195173	2195547	375
yoqN	BSU_20570	2195564	2195782	219
yoqM	BSU_20580	2195986	2196264	279
yoqL	BSU_20590	2196389	2197081	693
yoqK	BSU_20600	2197121	2197324	204
yoqJ	BSU_20610	2197344	2197859	516
yoqI	BSU_20620	2198070	2198264	195
yoqH	BSU_20630	2198313	2198765	453
yoqG	BSU_20640	2198848	2199105	258
yoqF	BSU_20650	2199150	2199353	204
yoqE	BSU_20660	2199362	2199526	165
yoqD	BSU_20670	2199580	2200335	756
yoqC	BSU_20680	2200376	2200783	408
yoqB	BSU_20690	2200790	2201128	339
yoqA	BSU_20700	2201125	2201475	351
yopZ	BSU_20710	2201488	2201691	204
yopY	BSU_20720	2201705	2201983	279
yopX	BSU_20730	2201980	2202384	405
yopW	BSU_20740	2202381	2202716	336
yopV	BSU_20750	2202805	2202999	195
yopU	BSU_20760	2203111	2203308	198
yopT	BSU_20770	2203378	2203596	219
yopS	BSU_20780	2203779	2204003	225
yopR	BSU_20790	2204192	2205169	978
yopQ	BSU_20800	2205193	2206575	1383
yopP	BSU_20810	2206682	2207758	1077
yopO	BSU_20820	2207748	2207960	213
yopN	BSU_20830	2208008	2208325	318
yopM	BSU_20840	2208328	2208528	201
aimP	BSU_20850	2208855	2208980	126
aimR	BSU_20860	2208994	2210154	1161
yopJ	BSU_20870	2210331	2210747	417
yopI	BSU_20880	2210749	2211282	534
sieB	BSU_20890	2211309	2211845	537
yopG	BSU_20900	2211884	2212015	132
yopF	BSU_20910	2212026	2212241	216
yopE	BSU_20920	2212245	2212496	252
yoyH	BSU_20928	2212567	2212746	180
yoyI	BSU_20929	2212848	2213078	231
yopD	BSU_20930	2213083	2213478	396
yopC	BSU_20940	2213536	2214864	1329
yopB	BSU_20950	2214972	2215199	228
yopA	BSU_20960	2215460	2216776	1317
yonX	BSU_20970	2217133	2217639	507
yonV	BSU_20980	2217967	2219199	1233
yonU	BSU_20990	2219281	2219469	189
yoyJ	BSU_20999	2219514	2219765	252
spbT	BSU_21000	2219784	2219960	177
yonS	BSU_21010	2220335	2220946	612
yonR	BSU_21020	2221061	2221387	327
yonP	BSU_21030	2222340	2222534	195
yonO	BSU_21040	2222574	2225093	2520
hupN	BSU_21050	2225337	2225615	279
yonK	BSU_21060	2227297	2227488	192
yonJ	BSU_21070	2227505	2228722	1218
yonI	BSU_21080	2228756	2229166	411
yonH	BSU_21090	2229385	2229885	501
yonG	BSU_21100	2229988	2230908	921
yonF	BSU_21110	2230895	2232664	1770
yonE	BSU_21120	2232682	2234202	1521
yonD	BSU_21130	2234233	2235669	1437
yonC	BSU_21140	2235694	2236230	537
yonB	BSU_21150	2236269	2237285	1017
yonA	BSU_21160	2237321	2237791	471
yomZ	BSU_21170	2237806	2238201	396
yomY	BSU_21180	2238198	2238452	255
yomX	BSU_21190	2238436	2239086	651
yomW	BSU_21200	2239083	2239589	507
yomV	BSU_21210	2239586	2240296	711
yomU	BSU_21220	2240339	2241136	798
youA	BSU_21229	2241154	2241765	612
yomT	BSU_21230	2241765	2241992	228
yomS	BSU_21240	2242056	2242412	357
yomR	BSU_21250	2242414	2243631	1218
yomQ	BSU_21260	2243642	2243992	351
yomP	BSU_21270	2243989	2244180	192
yomO	BSU_21280	2244230	2244730	501
yomN	BSU_21290	2244714	2245133	420
yomM	BSU_21300	2245147	2246148	1002
yozP	BSU_21310	2246151	2246480	330
yomL	BSU_21320	2246656	2247342	687
youB	BSU_21329	2247367	2247543	177
yomK	BSU_21330	2247889	2248335	447
yomJ	BSU_21340	2248417	2249100	684
cwlP	BSU_21350	2249154	2256011	6858
yomH	BSU_21360	2256062	2256820	759
yomG	BSU_21370	2256832	2259459	2628
yomF	BSU_21380	2259475	2260296	822
yomE	BSU_21390	2260333	2262267	1935
yomD	BSU_21400	2262437	2263261	825
blyA	BSU_21410	2263489	2264592	1104
bhlA	BSU_21420	2264680	2264892	213
bhlB	BSU_21430	2264903	2265169	267
bdbB	BSU_21440	2265225	2265671	447
sunS	BSU_21450	2265668	2266936	1269
bdbA	BSU_21460	2266936	2267349	414
sunT	BSU_21470	2267346	2269463	2118
sunA	BSU_21480	2269521	2269691	171
sunI	BSU_21490	2269988	2270305	318
uvrX	BSU_21500	2270407	2271657	1251
yolD	BSU_21510	2271650	2271982	333
yolC	BSU_21520	2272156	2272491	336
yolB	BSU_21530	2272534	2272890	357
yolA	BSU_21540	2272896	2273363	468
bsrG	BSU_21546	2273594	2273710	117
yokL	BSU_21550	2273989	2274522	534
yokK	BSU_21560	2274558	2275136	579
yokJ	BSU_21570	2275200	2275697	498
yokI	BSU_21580	2275706	2277421	1716
yokH	BSU_21590	2277521	2278078	558
yokG	BSU_21600	2278602	2279675	1074
nukF	BSU_21610	2279977	2280867	891
yokE	BSU_21620	2280881	2281363	483
aacD	BSU_21630	2281667	2282485	819
yokC	BSU_21640	2283136	2283651	516
yokB	BSU_21650	2283858	2284568	711
sprA	BSU_21660	2284771	2286408	1638
msrB	BSU_21680	2287097	2287528	432
msrA	BSU_21690	2287529	2288062	534
ypoP	BSU_21700	2288194	2288619	426
dinF	BSU_21710	2288669	2290006	1338
ypmT	BSU_21720	2290078	2290272	195
ypmS	BSU_21730	2290285	2290848	564
ypmR	BSU_21740	2290858	2291625	768
scuA	BSU_21750	2291703	2292284	582
ypmP	BSU_21760	2292432	2292683	252
ilvA	BSU_21770	2292769	2294037	1269
silP	BSU_21780	2294286	2295281	996
yplQ	BSU_21790	2295302	2295943	642
ypkP	BSU_21800	2295982	2296602	621
dfrA	BSU_21810	2296603	2297109	507
thyB	BSU_21820	2297106	2297900	795
ypjQ	BSU_21830	2297984	2298517	534
ypjP	BSU_21840	2298535	2299146	612
rsmJ	BSU_21850	2299406	2300179	774
brxA	BSU_21860	2300221	2300655	435
ilvD	BSU_21870	2300762	2302438	1677
ypgR	BSU_21880	2302727	2303860	1134
hdhQ	BSU_21890	2303920	2304537	618
bsaA	BSU_21900	2304553	2305035	483
metAA	BSU_21910	2305378	2306283	906
ugtP	BSU_21920	2306514	2307662	1149
cspD	BSU_21930	2307905	2308105	201
degR	BSU_21940	2308157	2308339	183
ypzA	BSU_21950	2308495	2308764	270
ypeQ	BSU_21960	2308792	2308974	183
ypeP	BSU_21970	2308967	2309647	681
queP	BSU_21980	2309730	2310419	690
ypdQ	BSU_21990	2310419	2310817	399
sspL	BSU_22000	2310859	2310987	129
exnP	BSU_22010	2310995	2311885	891
ypzF	BSU_22019	2311986	2312132	147
ypbS	BSU_22020	2312207	2312464	258
dynA	BSU_22030	2312529	2316110	3582
fbpC	BSU_22036	2316286	2316375	90
bpsB	BSU_22040	2316446	2316952	507
bpsA	BSU_22050	2316956	2318053	1098
pbuX	BSU_22060	2318127	2319443	1317
xpt	BSU_22070	2319440	2320024	585
ypwA	BSU_22080	2320355	2321860	1506
kdgT	BSU_22090	2321972	2322964	993
kdgA	BSU_22100	2323009	2323599	591
kdgK	BSU_22110	2323601	2324575	975
kdgR	BSU_22120	2324613	2325632	1020
kduI	BSU_22130	2325854	2326681	828
kduD	BSU_22140	2326683	2327447	765
ypvA	BSU_22150	2327488	2329413	1926
yptA	BSU_22160	2329515	2329706	192
ypzG	BSU_22169	2329870	2330022	153
rlmKB	BSU_22170	2330075	2331232	1158
gpsB	BSU_22180	2331779	2332075	297
ypsA	BSU_22190	2332153	2332782	630
cotD	BSU_22200	2332784	2333011	228
yprB	BSU_22210	2333324	2334565	1242
yprA	BSU_22220	2334581	2336830	2250
ypqE	BSU_22230	2336933	2337439	507
ypqA	BSU_22240	2337577	2337996	420
yppG	BSU_22250	2338017	2338394	378
yppF	BSU_22260	2338582	2338770	189
yppE	BSU_22270	2338809	2339180	372
yppD	BSU_22280	2339226	2339471	246
sspM	BSU_22290	2339670	2339774	105
yppC	BSU_22300	2339799	2340761	963
recU	BSU_22310	2340802	2341422	621
ponA	BSU_22320	2341444	2344188	2745
ypoC	BSU_22330	2344264	2344758	495
nth	BSU_22340	2344755	2345414	660
dnaD	BSU_22350	2345433	2346131	699
asnS	BSU_22360	2346224	2347516	1293
aspB	BSU_22370	2347660	2348841	1182
tseB	BSU_22380	2348864	2349349	486
ypmA	BSU_22390	2349358	2349528	171
dinG	BSU_22400	2349671	2352466	2796
panD	BSU_22410	2352592	2352975	384
panC	BSU_22420	2352977	2353837	861
panB	BSU_22430	2353839	2354672	834
birA	BSU_22440	2354918	2355895	978
cca	BSU_22450	2355880	2357073	1194
bshA	BSU_22460	2357078	2358211	1134
bshBA	BSU_22470	2358208	2358918	711
mgsA	BSU_22480	2358911	2359324	414
dapB	BSU_22490	2359340	2360143	804
ypjD	BSU_22500	2360155	2360490	336
ypjC	BSU_22510	2360630	2361502	873
ypjB	BSU_22520	2361544	2362338	795
ypjA	BSU_22530	2362407	2362964	558
qcrC	BSU_22540	2363111	2363878	768
qcrB	BSU_22550	2363913	2364587	675
qcrA	BSU_22560	2364589	2365092	504
ypiF	BSU_22570	2365235	2365681	447
ypiB	BSU_22580	2365736	2366275	540
ypiA	BSU_22590	2366347	2367618	1272
aroA	BSU_22600	2367954	2369240	1287
tyrA	BSU_22610	2369251	2370366	1116
hisC	BSU_22620	2370415	2371497	1083
trpA	BSU_22630	2371508	2372311	804
trpB	BSU_22640	2372304	2373506	1203
trpF	BSU_22650	2373487	2374134	648
trpD	BSU_22670	2374881	2375897	1017
trpE	BSU_22680	2375869	2377416	1548
aroH	BSU_22690	2377632	2378015	384
aroB	BSU_22700	2378012	2379100	1089
aroF	BSU_22710	2379100	2380272	1173
cheR	BSU_22720	2380347	2381117	771
ndk	BSU_22730	2381354	2381803	450
hepT	BSU_22740	2381919	2382965	1047
menG	BSU_22750	2382907	2383608	702
hepS	BSU_22760	2383615	2384370	756
mtrB	BSU_22770	2384534	2384761	228
folEA	BSU_22780	2384783	2385355	573
hbs	BSU_22790	2385543	2385821	279
spoIVA	BSU_22800	2386195	2387673	1479
yphF	BSU_22810	2387854	2388588	735
yphE	BSU_22820	2388610	2388813	204
gpsA	BSU_22830	2389151	2390188	1038
der	BSU_22840	2390206	2391516	1311
ypzH	BSU_22849	2391670	2391864	195
yphB	BSU_22850	2391861	2392754	894
yphA	BSU_22860	2392751	2393350	600
ypzI	BSU_22869	2393428	2393559	132
fni	BSU_22870	2393602	2394651	1050
rpfA	BSU_22880	2394664	2395812	1149
cmk	BSU_22890	2396045	2396719	675
ypfB	BSU_22900	2396798	2396974	177
dgrA	BSU_22910	2397019	2397672	654
sleC	BSU_22920	2397765	2399117	1353
sleB	BSU_22930	2399152	2400069	918
prsW	BSU_22940	2400208	2400864	657
ypdA	BSU_22950	2400984	2401958	975
gudB	BSU_22960	2402067	2403350	1284
mecB	BSU_22970	2403506	2404090	585
ypbG	BSU_22980	2404249	2405028	780
ypbF	BSU_22990	2405114	2405557	444
ypbE	BSU_23000	2405620	2406342	723
ypbD	BSU_23010	2406293	2406862	570
recS	BSU_23020	2406922	2408412	1491
gmmB	BSU_23030	2408405	2409463	1059
fer	BSU_23040	2409729	2409977	249
fmnP	BSU_23050	2410017	2410589	573
serA	BSU_23070	2411086	2412663	1578
aroC	BSU_23080	2412706	2413473	768
rsiX	BSU_23090	2413585	2414691	1107
sigX	BSU_23100	2414627	2415211	585
resE	BSU_23110	2415415	2417184	1770
resD	BSU_23120	2417181	2417903	723
resC	BSU_23130	2417984	2419159	1176
resB	BSU_23140	2419179	2420807	1629
resA	BSU_23150	2420804	2421343	540
rluB	BSU_23160	2421438	2422172	735
spmB	BSU_23170	2422264	2422800	537
spmA	BSU_23180	2422805	2423395	591
dacB	BSU_23190	2423383	2424531	1149
ypuI	BSU_23200	2424654	2425193	540
spcB	BSU_23210	2425248	2425841	594
scpA	BSU_23220	2425831	2426586	756
ypuF	BSU_23230	2426867	2427391	525
ypzK	BSU_23240	2427405	2427779	375
ribH	BSU_23250	2427892	2428356	465
ribBA	BSU_23260	2428389	2429585	1197
ribE	BSU_23270	2429600	2430247	648
ribD	BSU_23280	2430258	2431343	1086
ypuD	BSU_23300	2431737	2432081	345
sipS	BSU_23310	2432316	2432870	555
ypzC	BSU_23320	2433137	2433373	237
ypzJ	BSU_23328	2433316	2433522	207
ypuB	BSU_23340	2434143	2434346	204
ypzD	BSU_23350	2435012	2435224	213
ppiB	BSU_23360	2435360	2435791	432
ypuA	BSU_23370	2436045	2436917	873
lysA	BSU_23380	2436947	2438266	1320
spoVAF	BSU_23390	2438372	2439853	1482
spoVAEA	BSU_23401	2439804	2440415	612
spoVAEB	BSU_23402	2440423	2440773	351
spoVAD	BSU_23410	2440775	2441791	1017
spoVAC	BSU_23420	2441804	2442256	453
spoVAB	BSU_23430	2442269	2442694	426
spoVAA	BSU_23440	2442684	2443304	621
sigF	BSU_23450	2443429	2444196	768
spoIIAB	BSU_23460	2444208	2444648	441
spoIIAA	BSU_23470	2444645	2444998	354
dacF	BSU_23480	2445094	2446263	1170
pupG	BSU_23490	2446418	2447233	816
deoB	BSU_23500	2447246	2448430	1185
ripX	BSU_23510	2448591	2449481	891
yqzK	BSU_23519	2449489	2449716	228
fur	BSU_23520	2449841	2450290	450
spoIIM	BSU_23530	2450403	2451047	645
yqkK	BSU_23540	2451148	2451363	216
mleA	BSU_23550	2451463	2452782	1320
mleN	BSU_23560	2452800	2454206	1407
ansB	BSU_23570	2454347	2455774	1428
ansA	BSU_23580	2455819	2456808	990
ansR	BSU_23590	2456990	2457340	351
yqxK	BSU_23600	2457349	2458512	1164
nudF	BSU_23610	2458509	2459066	558
mciZ	BSU_23616	2459141	2459263	123
yqkF	BSU_23620	2459326	2460246	921
yqkE	BSU_23630	2460278	2460502	225
yqkD	BSU_23640	2460664	2461581	918
yqkC	BSU_23650	2461621	2461860	240
yqkB	BSU_23660	2461873	2462196	324
yqkA	BSU_23670	2462193	2463224	1032
yqjZ	BSU_23680	2463217	2463561	345
yqjY	BSU_23690	2463571	2464041	471
yqjX	BSU_23700	2464227	2464565	339
polYB	BSU_23710	2464562	2465800	1239
yqzH	BSU_23720	2465966	2466172	207
yqjV	BSU_23730	2466721	2467953	1233
yqjU	BSU_23740	2467800	2468162	363
yqjT	BSU_23750	2468159	2468545	387
coaA	BSU_23760	2468549	2469508	960
dsdA	BSU_23770	2469580	2470926	1347
yqjQ	BSU_23780	2471002	2471781	780
yqjP	BSU_23790	2471787	2472746	960
proI	BSU_23800	2473151	2473987	837
yqjN	BSU_23810	2474028	2475671	1644
yqjM	BSU_23820	2475843	2476859	1017
yqjL	BSU_23830	2476969	2477730	762
rnz	BSU_23840	2478006	2478929	924
zwf	BSU_23850	2479156	2480625	1470
gndA	BSU_23860	2480750	2482159	1410
polYA	BSU_23870	2482269	2483513	1245
mifM	BSU_23880	2483586	2483873	288
oxaAB	BSU_23890	2483904	2484731	828
yqjF	BSU_23900	2484911	2485639	729
yqjE	BSU_23910	2485680	2486795	1116
yqjD	BSU_23920	2486813	2488336	1524
yqjC	BSU_23930	2488329	2488751	423
yqjB	BSU_23940	2488953	2489483	531
yqjA	BSU_23950	2489535	2490503	969
artR	BSU_23960	2490574	2491296	723
artQ	BSU_23970	2491289	2491948	660
artP	BSU_23980	2492029	2492796	768
brxB	BSU_23990	2493064	2493501	438
bmrU	BSU_24000	2493662	2494555	894
bmr	BSU_24010	2494656	2495825	1170
bmrR	BSU_24020	2495898	2496734	837
bkdB	BSU_24030	2496796	2498070	1275
bkdAB	BSU_24040	2498093	2499076	984
bkdAA	BSU_24050	2499090	2500082	993
lpdV	BSU_24060	2500104	2501528	1425
buk	BSU_24070	2501549	2502640	1092
bcd	BSU_24080	2502659	2503753	1095
ptb	BSU_24090	2503765	2504664	900
bkdR	BSU_24100	2504789	2506867	2079
yqzF	BSU_24110	2507020	2507256	237
mmgF	BSU_24120	2507298	2508203	906
mmgE	BSU_24130	2508221	2509639	1419
mmgD	BSU_24140	2509654	2510772	1119
mmgC	BSU_24150	2510806	2511945	1140
mmgB	BSU_24160	2511973	2512836	864
mmgA	BSU_24170	2512861	2514042	1182
glpQ	BSU_24180	2514169	2514900	732
yqiI	BSU_24190	2514979	2515599	621
yqiH	BSU_24200	2515614	2515907	294
yqiG	BSU_24210	2516440	2517558	1119
spo0A	BSU_24220	2518023	2518826	804
spoIVB	BSU_24230	2519102	2520382	1281
recN	BSU_24240	2520557	2522287	1731
argR	BSU_24250	2522324	2522773	450
yqxC	BSU_24260	2522871	2523716	846
dxs	BSU_24270	2523713	2525614	1902
xseB	BSU_24290	2526669	2526923	255
xseA	BSU_24300	2526920	2528266	1347
folD	BSU_24310	2528404	2529255	852
nusB	BSU_24320	2529267	2529662	396
yqhY	BSU_24330	2529926	2530333	408
accC	BSU_24340	2530354	2531706	1353
accB	BSU_24350	2531718	2532197	480
spoIIIAH	BSU_24360	2532353	2533009	657
spoIIIAG	BSU_24370	2533010	2533699	690
spoIIIAF	BSU_24380	2533692	2534312	621
spoIIIAE	BSU_24390	2534326	2535525	1200
spoIIIAD	BSU_24400	2535544	2535945	402
spoIIIAC	BSU_24410	2535952	2536158	207
spoIIIAB	BSU_24420	2536181	2536696	516
spoIIIAA	BSU_24430	2536690	2537613	924
yqhV	BSU_24440	2537689	2537970	282
efp	BSU_24450	2538115	2538672	558
papA	BSU_24460	2538697	2539758	1062
yqhS	BSU_24470	2539755	2540201	447
yqhR	BSU_24480	2540288	2540824	537
yqhQ	BSU_24490	2541051	2542007	957
yqhP	BSU_24500	2542047	2542442	396
yqhO	BSU_24510	2542439	2543314	876
mntR	BSU_24520	2543440	2543868	429
lipM	BSU_24530	2543968	2544804	837
yqhL	BSU_24540	2544995	2545375	381
gcvPB	BSU_24550	2545410	2546876	1467
gcvPA	BSU_24560	2546869	2548215	1347
gcvT	BSU_24570	2548245	2549333	1089
yqhH	BSU_24580	2549775	2551448	1674
yqhG	BSU_24590	2551469	2552263	795
sinI	BSU_24600	2552446	2552619	174
sinR	BSU_24610	2552653	2552988	336
tasA	BSU_24620	2553081	2553866	786
sipW	BSU_24630	2553930	2554502	573
tapA	BSU_24640	2554486	2555247	762
yqzG	BSU_24650	2555519	2555845	327
spoIIT	BSU_24660	2555887	2556066	180
comGG	BSU_24670	2556137	2556511	375
comGF	BSU_24680	2556512	2556895	384
comGE	BSU_24690	2556921	2557268	348
comGD	BSU_24700	2557252	2557683	432
comGC	BSU_24710	2557673	2557969	297
comGB	BSU_24720	2557983	2558954	972
comGA	BSU_24730	2559007	2560077	1071
yqxL	BSU_24740	2560489	2561442	954
yqhB	BSU_24750	2561585	2562913	1329
rsbRD	BSU_24760	2562966	2563802	837
mgsR	BSU_24770	2564026	2564406	381
yqgY	BSU_24780	2564638	2564883	246
yqgX	BSU_24790	2564923	2565558	636
yqgW	BSU_24800	2565715	2565888	174
yqgV	BSU_24810	2565920	2566234	315
yqgU	BSU_24820	2566237	2567298	1062
yqgT	BSU_24830	2567360	2568490	1131
ltaSC	BSU_24840	2568573	2570489	1917
glcK	BSU_24850	2570606	2571571	966
yqgQ	BSU_24860	2571582	2571797	216
glpG	BSU_24870	2571907	2573430	1524
yqgO	BSU_24880	2573520	2573693	174
folN	BSU_24890	2573760	2574323	564
rpmGA	BSU_24900	2574408	2574557	150
yqgM	BSU_24910	2574641	2575720	1080
yqgL	BSU_24920	2575717	2576187	471
yqzD	BSU_24930	2576367	2576720	354
yqzC	BSU_24940	2576717	2577181	465
pstBB	BSU_24950	2577210	2577992	783
pstBA	BSU_24960	2578003	2578812	810
pstA	BSU_24970	2578833	2579717	885
pstC	BSU_24980	2579717	2580646	930
pstS	BSU_24990	2580715	2581617	903
pbpA	BSU_25000	2581771	2583921	2151
yqgE	BSU_25010	2584035	2585327	1293
sodA	BSU_25020	2585434	2586042	609
yqgC	BSU_25030	2586221	2586703	483
yqgB	BSU_25040	2586813	2587580	768
yqgA	BSU_25050	2587996	2588424	429
yqfZ	BSU_25060	2588701	2589000	300
ispG	BSU_25070	2589123	2590256	1134
yqfX	BSU_25080	2590282	2590671	390
yqfW	BSU_25090	2590804	2591385	582
zur	BSU_25100	2591428	2591865	438
yqfU	BSU_25110	2592003	2592884	882
yqfT	BSU_25120	2593000	2593254	255
nfo	BSU_25130	2593281	2594174	894
cshB	BSU_25140	2594184	2595500	1317
yqfQ	BSU_25150	2595669	2596412	744
ispH	BSU_25160	2596535	2597479	945
yqfO	BSU_25170	2597502	2598623	1122
trmK	BSU_25180	2598616	2599266	651
cccA	BSU_25190	2599523	2599885	363
sigA	BSU_25200	2600214	2601329	1116
dnaG	BSU_25210	2601528	2603339	1812
antE	BSU_25220	2602979	2603275	297
yqxD	BSU_25230	2603373	2603867	495
ppsR	BSU_25240	2604121	2604933	813
ccpN	BSU_25250	2604959	2605597	639
glyS	BSU_25260	2605730	2607769	2040
glyQ	BSU_25270	2607762	2608649	888
recO	BSU_25280	2608946	2609713	768
yqzL	BSU_25289	2609750	2609893	144
era	BSU_25290	2610041	2610946	906
cdd	BSU_25300	2610927	2611337	411
unpK	BSU_25310	2611456	2611827	372
rnrY	BSU_25320	2611808	2612281	474
pgpH	BSU_25330	2612282	2614417	2136
phoH	BSU_25340	2614496	2615455	960
yqfD	BSU_25350	2615452	2616648	1197
yqfC	BSU_25360	2616667	2616948	282
yqfB	BSU_25370	2617005	2617424	420
floA	BSU_25380	2617449	2618444	996
nfeDA	BSU_25390	2618466	2619779	1314
yqeY	BSU_25400	2619910	2620356	447
rpsU	BSU_25410	2620371	2620544	174
yqeW	BSU_25420	2620717	2621640	924
mtaB	BSU_25430	2621677	2623032	1356
rsmE	BSU_25440	2623032	2623802	771
prmA	BSU_25450	2623825	2624760	936
dnaJ	BSU_25460	2624785	2625912	1128
dnaK	BSU_25470	2626112	2627947	1836
grpE	BSU_25480	2627971	2628534	564
hrcA	BSU_25490	2628606	2629637	1032
hemN	BSU_25500	2629718	2630857	1140
lepA	BSU_25510	2630910	2632748	1839
yqxA	BSU_25520	2632882	2633220	339
spoIIP	BSU_25530	2633237	2634442	1206
gpr	BSU_25540	2634505	2635611	1107
rpsT	BSU_25550	2635815	2636081	267
holA	BSU_25560	2636096	2637139	1044
yqzM	BSU_25569	2637369	2637503	135
comEC	BSU_25570	2637543	2639873	2331
comEB	BSU_25580	2639877	2640446	570
comEA	BSU_25590	2640513	2641130	618
comER	BSU_25600	2641214	2642035	822
yqeM	BSU_25610	2642101	2642844	744
rsfS	BSU_25620	2642841	2643197	357
yqeK	BSU_25630	2643215	2643775	561
nadD	BSU_25640	2643765	2644334	570
yqeI	BSU_25650	2644346	2644636	291
aroE	BSU_25660	2644630	2645472	843
rgpH	BSU_25670	2645490	2646590	1101
yqeG	BSU_25680	2646594	2647112	519
sda	BSU_25690	2647456	2647614	159
yqeF	BSU_25700	2647920	2648651	732
cwlH	BSU_25710	2648903	2649655	753
yqeD	BSU_25720	2649842	2650468	627
yqeC	BSU_25730	2650487	2651380	894
yqeB	BSU_25740	2651632	2652354	723
nucB	BSU_25750	2652387	2652797	411
spoIVCA	BSU_25770	2653371	2654873	1503
arsC	BSU_25780	2655322	2655741	420
arsB	BSU_25790	2655753	2656793	1041
yqcK	BSU_25800	2656816	2657256	441
arsR	BSU_25810	2657317	2657634	318
yqcI	BSU_25820	2658006	2658770	765
rapE	BSU_25830	2659213	2660340	1128
phrE	BSU_25840	2660330	2660464	135
yqzI	BSU_25850	2660574	2660732	159
rttG	BSU_25860	2661102	2662697	1596
rttF	BSU_25870	2662712	2663290	579
yqxJ	BSU_25880	2663551	2663913	363
yqxI	BSU_25890	2663929	2664408	480
cwlA	BSU_25900	2664573	2665391	819
yqxH	BSU_25910	2665436	2665858	423
yqxG	BSU_25920	2665903	2666796	894
yqcE	BSU_25930	2666884	2667048	165
yqcD	BSU_25940	2667045	2667380	336
